ts,price_now,market_now
2025-10-22T11:41:03.428505,0.0,0.0
2025-10-22T11:53:54.672442,0.0,0.0
2025-10-22T12:34:35.012385,0.0,0.0
2025-10-22T16:31:44.889606,0.0,0.0
2025-10-22T16:35:52.485385,0.0,0.0
2025-10-22T19:32:03.836057,0.0,0.0
2025-10-22T19:36:16.087283,388.4,388.4
2025-12-01T02:04:25.130556,347.94,347.94
2026-01-04T02:09:23.699375,349.28999999999996,349.28999999999996
2026-01-11T02:00:58.416568,330.775,330.775
2026-01-25T02:02:27.811973,330.98,330.98
2026-01-26T02:02:32.319883,330.98,330.98
2026-01-29T02:08:50.088148,0.0,0.0
2026-01-30T02:09:18.735536,0.0,0.0
2026-01-31T02:06:39.216260,0.0,0.0
2026-02-01T02:33:34.404542,0.0,0.0
2026-02-03T02:23:49.702199,0.0,0.0
2026-02-04T02:12:15.043240,495.625,495.625
2026-02-05T02:13:27.410035,332.995,332.995
2026-02-06T02:12:53.135439,332.995,332.995
2026-02-07T02:09:21.031072,332.995,332.995
2026-02-08T02:40:09.909456,332.995,332.995
2026-02-09T02:26:21.856788,332.995,332.995
2026-02-10T02:34:02.831534,332.995,332.995
2026-02-11T02:31:25.298407,332.995,332.995
2026-02-12T02:26:29.670891,332.995,332.995
2026-02-13T02:35:07.913876,495.21,495.21
2026-02-14T02:12:39.261877,0.0,0.0
2026-02-15T02:28:09.246872,0.0,0.0
2026-02-16T02:25:29.656001,0.0,0.0
2026-02-17T02:13:35.587010,0.0,0.0
2026-02-18T02:24:34.618924,0.0,0.0
2026-02-19T02:23:37.614234,0.0,0.0
2026-02-20T02:12:15.187608,0.0,0.0
2026-02-21T02:06:49.711953,0.0,0.0
2026-02-22T02:23:26.361364,0.0,0.0
2026-02-23T02:24:20.489222,0.0,0.0
2026-02-24T02:22:48.723122,0.0,0.0
2026-02-25T02:22:40.604072,0.0,0.0
2026-02-26T02:12:56.885986,0.0,0.0
2026-02-27T02:10:05.782224,0.0,0.0
2026-02-28T02:00:56.629518,0.0,0.0
2026-03-01T02:30:11.018101,0.0,0.0
2026-03-02T02:13:27.848581,0.0,0.0
2026-03-03T02:22:30.697159,0.0,0.0
2026-03-04T02:10:17.522548,0.0,0.0
2026-03-05T02:11:47.007108,0.0,0.0
2026-03-05T18:06:10.634960,0.0,0.0
2026-03-06T02:10:30.635464,0.0,0.0
2026-03-07T02:03:55.671509,0.0,0.0
2026-03-08T02:23:20.454479,423.615,423.615
2026-03-09T02:22:49.867163,0.0,0.0
2026-03-10T02:07:29.704908,0.0,0.0
2026-03-12T02:14:09.177967,0.0,0.0
2026-03-13T02:16:02.272615,0.0,0.0
2026-03-14T02:10:15.774673,0.0,0.0
2026-03-15T02:37:04.102176,452.065,452.065
2026-03-16T02:39:22.606585,452.065,452.065
2026-03-17T02:16:59.014873,495.21,495.21
2026-03-18T02:26:34.172988,452.065,452.065
2026-03-19T02:27:11.326521,452.065,452.065
2026-03-20T02:12:07.971912,475.36,475.36
2026-03-21T02:06:59.927603,475.36,475.36
2026-03-22T02:27:01.845710,475.36,475.36
2026-03-23T02:27:58.508800,475.36,475.36
2026-03-24T02:12:45.362132,475.36,475.36
2026-03-25T02:24:53.103270,475.36,475.36
2026-03-26T02:31:24.954788,475.36,475.36
2026-03-27T02:32:43.207856,478.23,478.23
2026-03-28T02:23:56.151253,478.23,478.23
2026-03-29T02:35:38.161271,478.23,478.23
2026-03-30T02:38:40.420877,478.23,478.23
2026-03-31T02:33:06.170668,478.23,478.23
2026-04-01T02:44:56.221808,478.23,478.23
2026-04-02T02:30:00.124840,478.23,478.23
2026-04-03T02:31:00.941826,478.23,478.23
2026-04-04T02:23:20.284679,478.23,478.23
2026-04-05T02:38:14.594040,478.23,478.23
2026-04-06T02:39:35.881480,478.23,478.23
2026-04-07T02:34:15.104610,478.23,478.23
2026-04-08T02:34:59.707559,478.23,478.23
